 eta,F,F_prime,F_double_prime
   4.0320000000000027      ,   3.3840121187947871      ,  0.99989100726343183      ,   1.0969704581664485E-004
   4.0800000000000027      ,   3.4320070045532329      ,  0.99989563115082958      ,   8.3713000221618313E-005
   4.1280000000000028      ,   3.4800020839710673      ,  0.99989910949461158      ,   6.1852519312930999E-005
   4.1760000000000028      ,   3.5279973065616894      ,  0.99990162471964872      ,   4.3485506360831880E-005
   4.2240000000000029      ,   3.5759926299045190      ,  0.99990333120261310      ,   2.8071338082039699E-005
   4.2720000000000029      ,   3.6239880183971951      ,  0.99990435928400234      ,   1.5147313067668471E-005
   4.3200000000000029      ,   3.6719834421875515      ,  0.99990481875744908      ,   4.3184035278446009E-006
   4.3680000000000030      ,   3.7199788762617434      ,  0.99990480189603381      ,  -4.7518070731162092E-006
   4.4160000000000030      ,   3.7679742996676180      ,  0.99990438606982435      ,  -1.2349111942685647E-005
   4.4640000000000031      ,   3.8159696948549069      ,  0.99990363600366816      ,  -1.8715699459680771E-005
   4.5120000000000031      ,   3.8639650471160514      ,  0.99990260571938372      ,  -2.4056300525592674E-005
   4.5600000000000032      ,   3.9119603441134769      ,  0.99990134020194588      ,  -2.8543556163098910E-005
   4.6080000000000032      ,   3.9599555754809384      ,  0.99989987682503689      ,  -3.2322689851672368E-005
   4.6560000000000032      ,   4.0079507324881511      ,  0.99989824656744530      ,  -3.5515562267474511E-005
   4.7040000000000033      ,   4.0559458077593549      ,  0.99989647504822698      ,  -3.8224179440770340E-005
   4.7520000000000033      ,   4.1039407950377154      ,  0.99989458340528858      ,  -4.0533718928508969E-005
   4.7999999999999998      ,   4.1519356889885799      ,  0.99989258903910117      ,  -4.2515132475480715E-005
